Tourist_ID,Full_Name,Age,Gender,Nationality,Travel_Purpose,Destination_City,Travel_Start_Date,Travel_End_Date,Transport_Mode,Travel_Agency,Accommodation_Type,Hotel_Name,Nights_Stayed,Total_Trip_Cost_USD,Payment_Mode,Feedback_Score,Phone_Number,Preferred_Language,Special_Requirements,Age_Group
76f5299e-78f0-451d-96f5-09ed2129bcba,Amy Richard,62,Female,American,Education,New York,2/25/2024,10/30/2024,Car,TripAdvisor,Hotel,Baker-Phillips,3,1834.26,Online Payment,5,001-062-243-3758x0739,English,Assistance Required,61-80
26b42478-4be7-43a6-829a-555b82601dcc,Dr. Deanna Hampton,78,Female,American,Business,Las Vegas,5/7/2024,8/11/2024,Train,Expedia,Hotel,"Castro, Hunter and Lee",2,4820.31,Online Payment,5,6503839848,French,Assistance Required,61-80
f1b1ed34-c434-433c-8255-e1dc15ee8980,Alexander Bowman,70,Female,American,Business,New York,12/16/2023,2/3/2025,Bus,Travelocity,Hotel,Berger Inc,15,5627.71,Cash,3,(329)695-4989x578,French,Assistance Required,61-80
f24ed00b-e9b7-4693-8323-7076a69d6e3f,Tristan Fox,79,Female,American,Education,Chicago,2/27/2024,5/2/2025,Train,Travelocity,Motel,Hernandez Ltd,11,6241.7,Online Payment,5,(019)917-2950x9491,Spanish,None,61-80
5c18e377-c586-4804-8669-52243173620a,Michelle Harris,49,Female,American,Education,San Francisco,9/29/2023,1/28/2025,Bus,Travelocity,Motel,Fernandez-Turner,11,1125.39,Debit Card,5,2181476748,French,Assistance Required,41-60
1d4e83a7-707f-4a0f-b112-c66ff033deb7,Samantha Gordon,64,Female,American,Leisure,Las Vegas,8/24/2023,6/8/2024,Cruise,Expedia,Motel,Hendricks-Carr,14,1187.78,Online Payment,5,(167)767-1612x20772,Spanish,Diet Food,61-80
adba61e1-a197-4726-8e05-32201abdc37f,Valerie Pearson,73,Male,American,Medical,Chicago,7/22/2023,7/12/2024,Cruise,MakeMyTrip,Motel,Mccoy-Nicholson,14,4064.64,Debit Card,3,740-692-5256,Spanish,Diet Food,61-80
a72f6c14-ec20-41ed-aab0-e234057bffd4,Michelle Johnson,37,Male,American,Business,Las Vegas,11/7/2023,2/2/2025,Train,MakeMyTrip,Resort,Watson Group,13,2641.45,Online Payment,4,599-483-0455x280,Spanish,Assistance Required,21-40
8a566103-d11a-4ca0-ac27-29c48cfc923d,Colleen Fisher,75,Female,American,Business,Los Angeles,5/24/2024,8/26/2024,Flight,Expedia,Hostel,"Willis, Ramirez and Washington",11,9594.21,Online Payment,5,702-410-1717x0942,French,Wheelchair,61-80
b8227d25-42fd-48c1-98c5-2cf6990591e0,Brian Snyder,54,Male,American,Business,Orlando,11/27/2023,11/17/2024,Cruise,MakeMyTrip,Motel,Richard-Maynard,5,2304.78,Online Payment,3,915-683-8766x49296,Spanish,Diet Food,41-60
b6ed901c-eb26-40c8-bae0-a51a2c45dead,Peter Leblanc,61,Male,American,Business,San Francisco,5/30/2024,3/31/2025,Car,Booking.com,Resort,Rosales and Sons,13,5818.66,Cash,5,+1-758-836-1029x30175,Spanish,Diet Food,61-80
2adb8b07-98ca-4a62-9c4a-0ba44f06faea,Colton Cox,20,Female,American,Leisure,New York,6/13/2023,5/7/2025,Cruise,MakeMyTrip,Hostel,Chandler Inc,3,7901.08,Credit Card,3,(222)840-3433x5732,Spanish,Diet Food,0-20
f00450b3-2427-45b7-b956-34473beea9fd,Stephanie Johnson,29,Female,American,Medical,Las Vegas,10/9/2023,9/5/2024,Bus,Booking.com,Airbnb,"Taylor, Woodard and Ramirez",3,8974.5,Online Payment,5,1349747741,English,None,21-40
ff7bcc08-779f-46fb-82e6-45eb01400426,Katie Garrett,80,Female,American,Leisure,Orlando,8/25/2023,6/8/2024,Bus,Travelocity,Resort,"Lang, Green and Andrews",15,8988.84,Credit Card,5,001-763-627-7668x86655,German,None,61-80
d2469743-f2ec-4fa8-8816-7ad57deba00b,Mary Gutierrez,52,Female,American,Leisure,Las Vegas,2/13/2024,11/7/2024,Car,Expedia,Airbnb,Meyers and Sons,8,8442.83,Debit Card,5,(225)451-3405x440,French,Wheelchair,41-60
41455901-e364-4392-bf9d-26fc25c4994d,Jessica Maxwell,67,Female,American,Business,Orlando,10/31/2023,1/11/2025,Bus,Expedia,Hotel,Murphy-Johnson,1,1474.14,Online Payment,5,001-809-833-3511x765,French,Wheelchair,61-80
fb4e57f9-c779-43e6-8fbe-e73e76e6d167,Jeffrey Osborne,43,Female,American,Leisure,Los Angeles,3/3/2024,10/26/2024,Bus,Expedia,Hotel,Vaughn Group,11,8871.37,Credit Card,1,-7383,Spanish,Wheelchair,41-60
5694a9d2-965e-4411-9b1d-b385b1e80fec,Kevin Padilla,35,Male,American,Leisure,Los Angeles,8/12/2023,3/19/2025,Bus,Expedia,Hotel,Lopez Group,10,705.19,Cash,2,093.630.1823,German,Assistance Required,21-40
76912b22-a9fd-40cd-9824-e74b9b76067b,Mrs. Candace Mathis MD,18,Female,American,Religious,Chicago,4/21/2024,12/24/2024,Train,Booking.com,Hostel,Greene Inc,11,6082.48,Debit Card,1,001-549-210-7935x87543,Spanish,None,0-20
7754db68-55bc-44e9-9918-0270199ea464,Mary Jacobson,22,Female,American,Business,Los Angeles,5/19/2024,11/9/2024,Car,Expedia,Hotel,Brooks Group,13,6446.03,Online Payment,5,001-243-952-2915x5784,German,Assistance Required,21-40
b11553f5-da37-4023-83a5-17840b85f105,Donna Fritz,19,Male,American,Business,Las Vegas,5/17/2024,12/2/2024,Flight,Expedia,Airbnb,Webb LLC,3,4242.3,Credit Card,2,103-109-7880x22511,Spanish,None,0-20
72a71c13-3e37-4e38-8c3d-0934ae3ea1d6,Julia Blankenship,74,Male,American,Leisure,Orlando,3/2/2024,3/7/2025,Cruise,Expedia,Resort,Ramirez Group,8,6089.36,Online Payment,2,9097551035,English,Assistance Required,61-80
cf6beeae-9766-4e39-ac0d-150dff4249b3,Jacqueline Alexander,23,Female,American,Education,Miami,11/23/2023,6/9/2024,Bus,Booking.com,Resort,"Stewart, Holmes and Houston",8,2465.57,Cash,2,001-168-057-4981,Spanish,Diet Food,21-40
d1aa487f-91e3-4215-829a-c0650a21c8ed,Anthony Edwards,60,Female,American,Leisure,New York,8/22/2023,4/13/2025,Train,Booking.com,Resort,Johnson-Lane,10,6607.44,Debit Card,5,(772)882-8868x962,English,None,41-60
e79f497a-4139-4cc6-8d56-bfc04c4c5335,Nicholas Figueroa,29,Female,American,Leisure,New York,2/20/2024,8/17/2024,Bus,MakeMyTrip,Airbnb,"Villarreal, Morris and Bonilla",13,8010.77,Credit Card,5,(389)417-0539x29787,German,Assistance Required,21-40
fa697c6a-803d-4554-8778-64a547074ce5,Eileen Daniel,79,Female,American,Education,New York,7/20/2023,8/1/2024,Cruise,Travelocity,Hostel,"Smith, Henry and Rogers",8,536.09,Cash,1,+1-379-458-0195x02819,Spanish,None,61-80
85a6c47f-3ea5-420a-b430-c061607f6905,Tina Moreno,80,Female,American,Business,Chicago,12/31/2023,4/29/2025,Train,Expedia,Hotel,Collins Ltd,2,6251.89,Credit Card,5,420.015.6031,English,None,61-80
3e37385d-42e7-4c03-a176-155e938c295e,Sarah Sanders,60,Female,American,Leisure,San Francisco,7/9/2023,8/24/2024,Car,Expedia,Airbnb,Jimenez PLC,2,6373.36,Online Payment,4,001-312-615-2005x9067,French,Assistance Required,41-60
a7c78d35-1548-463f-9d68-a5219948474c,Kimberly Nielsen,67,Female,American,Leisure,New York,5/6/2024,4/20/2025,Flight,Booking.com,Hotel,Walker-Galloway,15,555.85,Debit Card,1,001-285-753-8142x91023,French,None,61-80
c3057279-c440-4518-8f5c-0948f806334b,Kim Simpson,29,Female,American,Medical,Las Vegas,10/15/2023,2/23/2025,Bus,TripAdvisor,Resort,Moore-Jackson,15,773.69,Credit Card,5,705-200-2092x67278,French,Wheelchair,21-40
abe26f6f-8ccd-40c4-bec3-76555f6191a8,Allison Jones,20,Male,American,Education,Chicago,7/20/2023,5/21/2025,Car,TripAdvisor,Hostel,Saunders and Sons,4,570.24,Cash,2,(852)031-1187x0322,English,None,0-20
dfdbeed6-8a7c-4b38-a8ca-81a19368a2cc,Natasha Gonzalez,71,Female,American,Leisure,Las Vegas,2/14/2024,9/6/2024,Flight,TripAdvisor,Hotel,"Patel, Zavala and Clark",11,7960.3,Online Payment,1,866-764-8368,German,None,61-80
711c5555-ef20-4b67-94e5-5d7c99173a76,Jim Moore,78,Male,American,Business,New York,10/22/2023,11/24/2024,Car,TripAdvisor,Hotel,Stephens-Higgins,5,8724.89,Cash,4,+1-847-115-5199x014,German,Wheelchair,61-80
5d332cc3-ed7a-4145-afa1-be437a149ab7,Tiffany Soto,73,Female,American,Leisure,Orlando,11/19/2023,1/8/2025,Bus,Travelocity,Airbnb,Gonzalez PLC,7,5900.43,Credit Card,2,996.608.9724x574,German,Wheelchair,61-80
896ac971-d1c5-4097-932a-5ff8515737ce,Richard Patrick,74,Male,American,Leisure,Los Angeles,7/24/2023,4/21/2025,Car,Expedia,Hostel,"Williams, Jordan and Rodriguez",5,2658.63,Online Payment,1,720500386,Spanish,Diet Food,61-80
aa71ac95-38d7-442c-b755-eec2848c3f99,Gina Thomas,22,Male,American,Leisure,San Francisco,3/26/2024,5/31/2025,Train,MakeMyTrip,Resort,Ware-King,7,3207.17,Credit Card,5,774.831.3011,German,Wheelchair,21-40
25721f3c-ea7f-49e3-b138-731ce976be6f,Andrew Jackson,78,Female,American,Education,Los Angeles,10/3/2023,12/17/2024,Train,Booking.com,Motel,"Jones, Martinez and Sanchez",3,8167.87,Credit Card,3,5816910151,French,Diet Food,61-80
e0914924-a2a3-4078-aa75-2dc7e4a5a202,Lisa Hall,21,Female,American,Business,Los Angeles,9/16/2023,11/13/2024,Train,Booking.com,Airbnb,Reid-Mckee,12,8727.27,Online Payment,5,269.470.0515x0600,French,Diet Food,21-40
345e5b47-962f-447e-b102-dfbbc2c95b14,Larry Thompson,66,Female,American,Medical,San Francisco,1/10/2024,4/20/2025,Bus,MakeMyTrip,Motel,Wallace LLC,5,5858.31,Online Payment,5,001-709-669-1177x25063,Spanish,Assistance Required,61-80
ae05021b-54bf-47af-a90b-465875a36ff4,Vincent Grant,19,Female,American,Religious,Chicago,3/22/2024,9/3/2024,Flight,Expedia,Motel,Edwards LLC,12,1576.38,Cash,4,807-734-6717,English,Wheelchair,0-20
d1c79522-50d2-4fdb-8764-7d39d79e72c9,Jason Jones,71,Female,American,Education,Las Vegas,11/5/2023,7/26/2024,Train,Travelocity,Airbnb,"Matthews, Vargas and Tyler",8,8038.51,Cash,5,996-358-4458x28853,German,Assistance Required,61-80
e5264e18-3b3b-4e73-a04a-1d082dddbc95,Brett Bass MD,40,Male,American,Leisure,San Francisco,6/6/2023,1/22/2025,Train,Travelocity,Motel,Martinez LLC,15,3413.83,Debit Card,5,464-363-0680x59921,Spanish,Wheelchair,21-40
2c54e306-7cac-4e49-8dd2-649d6b1cdd74,Brett Robinson,24,Male,American,Leisure,Miami,4/16/2024,8/17/2024,Flight,Expedia,Motel,"Barry, Herrera and Reyes",4,1867.03,Online Payment,2,948.333.6444,Spanish,None,21-40
9e84f0af-041f-435c-991d-e20c9554a1d7,Jennifer Long,52,Male,American,Leisure,Las Vegas,8/14/2023,9/25/2024,Car,Expedia,Hostel,Stewart LLC,7,4262.85,Online Payment,4,+1-993-762-0813x2287,English,Wheelchair,41-60
b2f0b802-23cf-47ad-9693-e6238bb122bb,Amy Arnold,21,Male,American,Education,New York,7/19/2023,7/24/2024,Car,MakeMyTrip,Airbnb,"Austin, Russell and Carr",13,4562.98,Credit Card,5,819.267.3148x008,German,Diet Food,21-40
c56b2434-a2dd-4386-a6d3-782270489132,Erin Parker MD,29,Female,American,Education,New York,5/30/2024,5/12/2025,Cruise,MakeMyTrip,Hotel,Martin LLC,12,7986.27,Credit Card,3,202-201-6456x837,English,Assistance Required,21-40
99dede4f-76af-4939-893b-ba4e7d2c8f57,Jeremiah Richardson,70,Male,American,Leisure,Chicago,1/1/2024,8/10/2024,Flight,Booking.com,Motel,Little-Herrera,11,6302.41,Credit Card,5,234-904-3052x54480,German,Diet Food,61-80
d7f25b8d-a1b1-4f74-b7b1-673d7e68fdf7,Zoe Stokes,60,Female,American,Religious,Chicago,2/22/2024,12/1/2024,Bus,TripAdvisor,Resort,Carter and Sons,7,4102.3,Credit Card,1,338-568-2821x86776,Spanish,None,41-60
5628f20b-1a2c-4120-82fb-b5309291084e,Stephanie Carr,20,Female,American,Business,Miami,4/6/2024,1/11/2025,Cruise,TripAdvisor,Motel,Evans-Pratt,13,6065.3,Online Payment,2,204-855-2777x420,German,Assistance Required,0-20
91028a6a-74e2-47a4-9040-8dcc57262614,Janet Perry,22,Male,American,Leisure,Miami,1/1/2024,1/1/2025,Bus,Travelocity,Hotel,Edwards and Sons,3,9471.33,Debit Card,1,+1-409-363-3007x74971,French,Assistance Required,21-40
47c6b422-6343-408e-a069-17b8aed269cd,Melanie Garcia,32,Female,American,Leisure,Las Vegas,11/20/2023,12/2/2024,Car,Booking.com,Airbnb,"Hughes, Reynolds and Burton",3,2549.99,Credit Card,5,-2755,Spanish,Wheelchair,21-40
2ff13709-2e2c-431f-a597-3678051b04d6,Eric Scott,24,Female,American,Leisure,Chicago,10/7/2023,10/13/2024,Train,TripAdvisor,Airbnb,Hill-Sherman,14,7950.54,Debit Card,2,(129)582-2578x28807,English,Wheelchair,21-40
1ff63a83-dc53-4108-a1eb-f1599e6f8a6e,Heidi Carter,26,Female,American,Business,Orlando,8/29/2023,7/22/2024,Bus,Booking.com,Airbnb,Pena-Sutton,15,1651.93,Debit Card,5,288.232.5774,French,None,21-40
2bbb5517-675f-4c08-bf5e-b938ec7023d7,James Hicks,48,Male,American,Medical,New York,10/31/2023,6/10/2024,Flight,MakeMyTrip,Hotel,"Scott, Wood and Russo",6,1011.4,Cash,1,(344)701-9191,French,Diet Food,41-60
9ed013d1-5893-475c-8abf-4cd6b6f76d45,William Bowen,68,Male,American,Leisure,San Francisco,9/15/2023,11/27/2024,Cruise,TripAdvisor,Airbnb,"Kennedy, Norton and Kelly",6,5216.11,Cash,3,+1-059-737-8519x9457,English,Assistance Required,61-80
e8b05e22-65e7-4098-a0de-2438875e3522,Ricardo Willis,37,Male,American,Religious,Orlando,6/18/2023,6/3/2025,Flight,MakeMyTrip,Resort,Cooper Ltd,15,7984.15,Credit Card,3,171.145.6130,French,Wheelchair,21-40
615ed801-9d82-44d5-ad6f-74e61d7d7891,Maureen Mcneil,23,Female,American,Education,Orlando,4/1/2024,7/19/2024,Car,Expedia,Resort,Kerr-Roberts,9,6596.86,Online Payment,1,-4611,Spanish,Diet Food,21-40
1a12b118-0359-4cd3-ba70-6db35cc92339,Brianna Scott DDS,71,Female,American,Business,New York,5/7/2024,7/1/2024,Cruise,Booking.com,Resort,"Stuart, Mejia and Norton",13,2755.28,Online Payment,1,001-803-376-2384x1998,German,Diet Food,61-80
61a806b0-c1d9-4b2a-b013-fb4d366eba2f,Brittany Garrison,53,Male,American,Leisure,San Francisco,6/8/2023,10/16/2024,Flight,MakeMyTrip,Motel,"Perez, Hayes and Moore",7,2483.95,Online Payment,5,(024)218-8353,German,None,41-60
5df6c26a-91f6-4b54-8771-ef0b14080ea0,Thomas Lopez,79,Male,American,Medical,Orlando,1/16/2024,11/22/2024,Flight,MakeMyTrip,Hotel,Thompson PLC,9,5592.29,Credit Card,1,269.998.0203x57584,Spanish,None,61-80
37868671-2a6e-4967-801e-e04b9d124909,Ms. Lisa Morris DDS,61,Female,American,Leisure,New York,2/14/2024,1/18/2025,Train,Travelocity,Hostel,Ayala Inc,5,5151.92,Online Payment,3,310.626.0294x342,English,Assistance Required,61-80
ed2fcd83-643a-40a3-b98a-fe6a7beba039,Jeremiah Hayes,20,Female,American,Education,Miami,7/13/2023,1/18/2025,Cruise,Expedia,Hotel,Luna-Robertson,11,7252.08,Online Payment,2,(351)924-8998x3152,Spanish,Diet Food,0-20
fe26149a-1fb1-4b7f-8323-af9204d3f7bc,Erica Harris,75,Male,American,Medical,San Francisco,7/25/2023,6/12/2024,Train,Travelocity,Hostel,"Hawkins, Reyes and Flores",4,9987.39,Cash,1,297.535.2572x71519,English,Wheelchair,61-80
ffbc82e7-3be0-43f7-8ce6-75fb2c79fef0,Joseph Allen,28,Male,American,Leisure,New York,6/6/2023,7/4/2024,Flight,Travelocity,Resort,"Kerr, Bailey and Anderson",1,9325.02,Debit Card,3,+1-069-258-0968x0868,French,Assistance Required,21-40
e7e69ab8-f2e3-4fea-90c7-80dd5188f74d,Eric Davenport,19,Male,American,Medical,Chicago,10/8/2023,2/23/2025,Bus,Travelocity,Resort,David Inc,3,6334.6,Credit Card,5,261.223.1998x40080,German,Wheelchair,0-20
78fb647b-6aeb-4a69-9b5f-cc41da6574c5,Kaitlyn Clark,31,Male,American,Leisure,New York,4/11/2024,1/3/2025,Cruise,MakeMyTrip,Motel,"Morales, Williams and Torres",8,1123.0,Online Payment,3,001-054-265-7693,German,Diet Food,21-40
0a29de24-a33b-4ee6-913a-9056238388e8,Cassandra Caldwell,27,Female,American,Leisure,Los Angeles,5/5/2024,7/19/2024,Cruise,TripAdvisor,Resort,Spears Ltd,12,5077.34,Debit Card,5,331.407.7789,French,Assistance Required,21-40
b1ad072a-5b70-4504-93e8-a64245cb2f0d,Tracey West,18,Female,American,Leisure,New York,1/7/2024,3/18/2025,Train,Booking.com,Hostel,Rhodes-Avila,8,7290.17,Credit Card,5,001-709-381-3291,Spanish,None,0-20
7eff0296-57c9-49d8-8a46-8cc235b97531,Jessica Stephens,82,Male,American,Business,San Francisco,10/28/2023,7/19/2024,Car,MakeMyTrip,Resort,Roberts Inc,6,5918.31,Online Payment,1,+1-460-143-4734x276,Spanish,None,>80
b80e0d37-4862-483f-a304-11c1fda06f06,Charles Stevens,24,Female,American,Education,Orlando,11/5/2023,10/24/2024,Cruise,Expedia,Hostel,"Holt, Lee and Ayala",9,4361.91,Cash,5,033.723.7650x20721,Spanish,Wheelchair,21-40
ffecf2f9-05b3-4a5d-b416-64c94a6ad226,Jeffery Daniel,29,Female,American,Leisure,Miami,10/11/2023,1/15/2025,Cruise,Travelocity,Motel,"Baker, Mitchell and Collier",9,9170.28,Cash,5,4549902658,Spanish,None,21-40
074a2b51-7ebd-4ce2-9c99-83535d077cdc,Regina Stuart,23,Female,American,Leisure,Los Angeles,7/25/2023,3/14/2025,Train,MakeMyTrip,Hotel,Mccann PLC,15,9065.11,Online Payment,1,609.426.7330,French,Wheelchair,21-40
c98fa348-99c9-4e0d-bc2d-654dc2a38144,Michael Cox,81,Female,American,Medical,Las Vegas,1/11/2024,8/19/2024,Cruise,TripAdvisor,Hostel,"Dixon, Roach and Caldwell",6,1627.98,Online Payment,4,2603172526,German,Assistance Required,>80
0cc9d06e-fd16-474c-bb7f-fc803b7236f4,Stephen Murillo,56,Female,American,Leisure,New York,2/5/2024,11/1/2024,Car,Booking.com,Airbnb,Murray-Flores,7,2069.93,Online Payment,3,553.611.2458x73404,English,Assistance Required,41-60
4b56ba95-7c16-41b8-90ac-bf3c2e2ed7b6,John Salas,34,Female,American,Leisure,Miami,4/24/2024,12/27/2024,Train,MakeMyTrip,Airbnb,Mitchell Inc,14,5635.92,Credit Card,3,543-022-3411,English,None,21-40
1f9bf4ff-310f-4079-9180-febb8ca9bff9,Gregory Bell,63,Male,American,Leisure,Los Angeles,6/11/2023,2/19/2025,Car,Travelocity,Hostel,Carter-Martinez,7,3396.72,Credit Card,3,001-837-469-4203x77760,English,None,61-80
01662624-9155-4493-a37b-78492f5a1f23,Kevin Clayton,25,Female,American,Leisure,Orlando,8/30/2023,9/1/2024,Flight,Expedia,Motel,Johnson PLC,4,4563.74,Online Payment,5,760-549-6147,French,Wheelchair,21-40
0d132396-beab-447c-a5ed-6abfbe693aaf,Dale Price,37,Female,American,Education,Orlando,3/5/2024,4/25/2025,Flight,Booking.com,Motel,"Williams, Rogers and Gibbs",11,7954.97,Credit Card,1,058-508-9048,German,None,21-40
3963834a-d764-47d9-ab00-7e4432275261,Brandon Brown MD,22,Male,American,Leisure,Miami,11/12/2023,8/29/2024,Cruise,Travelocity,Airbnb,"Howard, Adams and Thompson",9,7711.4,Debit Card,1,304-153-8063,German,Assistance Required,21-40
a87dd2ba-df45-41bb-a684-e73fd2f24183,Rebecca Wright,26,Female,American,Leisure,Miami,5/9/2024,4/14/2025,Train,TripAdvisor,Airbnb,Freeman-Baxter,15,6259.83,Debit Card,1,618.160.2892x020,French,None,21-40
e86b6175-a56d-4fe2-88ba-fcd6395b14d4,Shane Moses,23,Male,American,Leisure,San Francisco,6/8/2023,3/3/2025,Flight,Travelocity,Hotel,Becker-Robinson,10,1329.81,Cash,5,(617)178-0129x89273,Spanish,Wheelchair,21-40
844e496b-e8d1-4577-8960-6c87927104a0,Alyssa Pruitt,71,Female,American,Leisure,Orlando,3/12/2024,2/22/2025,Bus,Travelocity,Motel,Robertson-Braun,3,6197.81,Debit Card,3,(426)482-2583x858,German,Wheelchair,61-80
ad46d554-aa36-48b1-9628-bbc460ed18f7,Aaron Hogan,21,Male,American,Leisure,Miami,8/12/2023,3/16/2025,Car,TripAdvisor,Resort,Bond-Nielsen,13,3707.43,Debit Card,2,001-933-478-7741x124,French,Assistance Required,21-40
62e95401-2cee-40e7-a952-8f3fec466806,John Robinson,27,Female,American,Business,Los Angeles,2/6/2024,9/17/2024,Flight,MakeMyTrip,Hotel,Mcdonald-Wallace,5,3795.4,Credit Card,4,863-530-2256x011,Spanish,None,21-40
f7af0320-27ce-4be0-80cb-d3e762479a91,Tina Nelson,67,Male,American,Leisure,Miami,1/17/2024,5/18/2025,Bus,Booking.com,Hostel,"Johnson, Peterson and Taylor",2,1571.63,Online Payment,2,+1-095-712-9438x573,English,None,61-80
91a2e9a6-1d81-41c1-a8fb-178feb8bea89,Henry Ortiz,26,Male,American,Education,Miami,12/24/2023,3/28/2025,Car,Expedia,Airbnb,Martinez-Hill,6,5517.05,Debit Card,5,-7539,French,Wheelchair,21-40
314c2ec8-8abe-4c83-a0be-1e0d87583266,Tonya Smith,26,Female,American,Leisure,Orlando,6/6/2023,6/5/2024,Car,MakeMyTrip,Hostel,Austin and Sons,9,9829.46,Online Payment,4,001-022-448-6235,German,None,21-40
7bfc7cb8-2a82-44d4-a259-23c4a9db402b,Denise Davis,55,Male,American,Business,Las Vegas,12/15/2023,9/12/2024,Train,Booking.com,Airbnb,Pham-Clark,14,2456.46,Credit Card,5,873-424-8893x3236,Spanish,Wheelchair,41-60
f6b2a5b3-10e1-4afe-b822-916b3b2f667a,Christopher Knight,74,Female,American,Medical,New York,12/15/2023,11/21/2024,Cruise,Expedia,Airbnb,Smith-Mitchell,10,2758.31,Credit Card,2,+1-612-133-4380x764,French,Diet Food,61-80
814567dc-24cb-4f64-b22d-9d8a2003a910,Alexander Jackson,53,Female,American,Business,Los Angeles,2/4/2024,4/24/2025,Cruise,Booking.com,Motel,Moon and Sons,9,8760.75,Debit Card,1,+1-617-180-4972x45916,English,Assistance Required,41-60
8907aa28-c4ee-4183-98a7-df8fdad9d737,Victoria Russell,26,Female,American,Leisure,New York,9/17/2023,5/25/2025,Flight,Expedia,Hotel,Schmidt and Sons,6,5565.9,Credit Card,5,052-948-3291,English,Assistance Required,21-40
1c8aa6fa-645a-4fe7-95d6-ba5f65ac9113,Dylan Cole,75,Female,American,Education,New York,1/19/2024,2/10/2025,Car,Booking.com,Resort,Love-Johnson,14,3171.14,Debit Card,4,3297305983,Spanish,Wheelchair,61-80
f87400dd-fe44-43a5-8bb8-f084eebbe74b,Brian Walsh,18,Female,American,Religious,New York,12/1/2023,5/30/2025,Bus,TripAdvisor,Motel,Davis LLC,11,1988.14,Cash,4,491-581-8980,French,Wheelchair,0-20
e1a82953-2a1d-4970-87ec-bb9ee255c73d,Michael Brooks,64,Female,American,Leisure,Chicago,5/29/2024,2/24/2025,Cruise,Travelocity,Resort,"Hamilton, Cook and Townsend",6,3012.47,Cash,5,279.172.3235x0755,German,None,61-80
7207bfe6-7b2d-485b-895a-be410ae69cee,Catherine Ortiz,62,Female,American,Leisure,Orlando,12/31/2023,10/29/2024,Train,Travelocity,Resort,"Downs, Garcia and Garcia",1,3409.51,Debit Card,5,334.744.6203x7547,French,None,61-80
21f679b4-e2bb-42b1-ae91-52b0c211a784,Mr. Francisco Porter,36,Female,American,Leisure,New York,12/20/2023,10/24/2024,Car,MakeMyTrip,Hotel,"Stephens, Gonzalez and Cameron",9,7507.73,Online Payment,5,7952945746,Spanish,Wheelchair,21-40
d8564e29-364f-4965-af66-711edd77f024,Nancy Wilcox,29,Female,American,Leisure,Los Angeles,6/9/2023,6/23/2024,Train,Expedia,Resort,Collins LLC,14,8450.08,Debit Card,5,462.428.2382x88956,English,None,21-40
26d86c5d-3cbe-47db-85c4-2381bf910c3a,Pamela Hill,84,Female,American,Leisure,Las Vegas,8/26/2023,1/22/2025,Flight,Expedia,Resort,Ross Group,5,4886.49,Credit Card,1,422-252-8161x506,German,Wheelchair,>80
ac61e3de-3455-45a9-9b75-821eb7ac2dca,Dr. Brittany Phillips,26,Male,American,Leisure,Chicago,2/6/2024,11/5/2024,Train,Booking.com,Hotel,"Allen, Mendoza and Conner",7,4503.74,Credit Card,2,287.163.6176,English,None,21-40
a4ee84b2-443a-4dac-92bf-52b378d3de7f,Mark Rodriguez,81,Female,American,Business,Chicago,1/12/2024,3/26/2025,Car,Booking.com,Hostel,Lee-Hodge,1,3558.51,Credit Card,5,7613299564,Spanish,Wheelchair,>80
31095959-bdfb-4975-807b-ed0728d9d7b0,Nancy Lopez,26,Female,American,Leisure,Orlando,9/29/2023,6/12/2024,Car,Expedia,Hotel,"Romero, Collins and Huber",13,3548.87,Cash,5,+1-550-206-2236x364,English,Diet Food,21-40
9ed3f1f7-63bf-4e80-9f5f-68c946b559c8,Susan Martinez,22,Female,American,Leisure,Chicago,9/10/2023,3/15/2025,Car,TripAdvisor,Hostel,Maddox PLC,15,9055.82,Debit Card,2,526-057-7326,English,Assistance Required,21-40
c7958b20-ce63-4203-843d-a99dfd7e5f89,Mary Collins,23,Female,American,Leisure,Las Vegas,8/21/2023,12/26/2024,Flight,TripAdvisor,Hostel,Brock-Huerta,7,4394.09,Debit Card,4,(771)650-2117,German,Assistance Required,21-40
4bacd499-6f09-49c9-bcac-f6a68b2ba01e,Judy Schneider,69,Female,American,Leisure,Las Vegas,2/5/2024,2/5/2025,Car,TripAdvisor,Hotel,Stewart Group,13,9797.54,Credit Card,5,(736)639-6150x21233,English,Wheelchair,61-80
9c469955-2a09-446c-9db3-978f9ddd38fd,Nichole Ward,47,Female,American,Medical,Las Vegas,3/16/2024,3/11/2025,Train,Booking.com,Hotel,Perez LLC,8,5626.66,Cash,2,416-122-3980x3671,Spanish,Assistance Required,41-60
628f4a40-a456-42fe-b6f6-addd021e09fb,Rachel Meyers,66,Female,American,Leisure,Orlando,5/7/2024,5/22/2025,Cruise,Booking.com,Motel,James LLC,5,4104.81,Cash,3,+1-164-029-8944x71517,English,Wheelchair,61-80
289c5cd8-0ba3-4501-93ec-8a0b605c594e,Erin Huff,81,Female,American,Leisure,Las Vegas,6/11/2023,7/21/2024,Flight,Travelocity,Hotel,Johnson-Williams,8,714.55,Credit Card,5,(709)520-1540,French,Diet Food,>80
f84454cb-f449-4aff-9ad1-4d7d7ae20ce4,Amanda Bowman,79,Female,American,Medical,Los Angeles,8/6/2023,11/30/2024,Train,TripAdvisor,Resort,Sullivan-Russell,15,5893.78,Online Payment,5,001-719-764-0749x9606,English,Assistance Required,61-80
